,0,1,2,3
152,4.1,Level 3,60:ab:67:86:66:02,2019-12-07 20:09:21.342 UTC
153,4.1,Level 3,e4:7d:bd:d0:0f:97,2019-12-10 23:20:42.271 UTC
154,4.1,Level 3,60:30:d4:e6:c7:b3,2019-12-07 20:42:42.9 UTC
155,4.1,Level 3,b4:c4:fc:4f:a3:c7,2019-12-01 16:02:10.269 UTC
156,4.1,Level 3,1a:ef:9b:65:9d:11,2019-12-28 23:13:04.336 UTC
157,4.1,Level 3,4c:66:41:c1:03:76,2019-12-19 20:36:24.633 UTC
158,4.1,Level 3,a8:34:6a:51:f7:7a,2019-12-24 22:38:42.303 UTC
159,4.1,Level 3,1a:ef:9b:65:9d:11,2019-12-28 23:13:04.337 UTC
160,4.1,Level 3,b8:94:36:2d:1d:f2,2019-12-09 22:00:33.607 UTC
161,4.1,Level 3,88:b4:a6:ad:70:f4,2019-12-09 11:15:02.269 UTC
162,4.1,Level 3,7c:a1:ae:f2:94:f4,2019-12-18 13:55:26.358 UTC
163,4.1,Level 3,50:92:b9:8c:44:22,2019-12-05 10:44:47.656 UTC
164,4.1,Level 3,a8:96:75:47:7a:fe,2019-12-14 20:16:20.627 UTC
165,4.1,Level 3,a8:96:75:47:7a:fe,2019-12-14 20:16:20.628 UTC
166,4.1,Level 3,58:d9:c3:86:c5:06,2019-12-22 00:10:16.345 UTC
167,4.1,Level 3,6c:c7:ec:a7:32:b3,2019-12-06 20:20:38.855 UTC
168,4.1,Level 3,6c:c7:ec:a7:32:b3,2019-12-06 20:20:38.798 UTC
169,4.1,Level 3,88:44:77:56:44:5c,2019-12-15 13:24:48.896 UTC
170,4.1,Level 3,44:91:60:e6:a2:45,2019-12-20 20:27:56.543 UTC
171,4.1,Level 3,8c:45:00:7e:99:b1,2019-12-15 21:35:45.064 UTC
172,4.1,Level 3,8c:45:00:7e:99:b1,2019-12-15 21:35:45.065 UTC
173,4.1,Level 3,48:2c:a0:a3:00:2d,2019-12-13 08:10:27.49 UTC
174,4.1,Level 3,bc:a5:8b:c3:22:be,2019-12-15 13:04:30.104 UTC
175,4.1,Level 3,48:2c:a0:a3:00:2d,2019-12-13 08:10:27.491 UTC
176,4.1,Level 3,a8:9c:ed:57:ce:e3,2019-12-18 11:38:50.346 UTC
177,4.1,Level 3,04:d6:aa:8d:ce:52,2019-12-02 20:05:42.128 UTC
178,4.1,Level 3,a8:9c:ed:57:ce:e3,2019-12-18 11:38:50.343 UTC
179,4.1,Level 3,f0:d7:aa:ea:52:55,2019-12-12 13:59:27.184 UTC
